;GO:0061333;GO:0090179;GO:0051092;GO:0032966;GO:0002634;GO:0002755;GO:0001942;GO:0071498;GO:0071374;GO:0006958;GO:0001947;GO:2000111;GO:0019886;GO:0050729;GO:0060998;GO:0045652;GO:0007266;GO:0032956;GO:0014902;GO:0030890;GO:0034614;GO:0051017;GO:1905563;GO:0060025;GO:0060267;GO:1904753;GO:0002062;GO:0038095;GO:0045666;GO:0097190;GO:0045663;GO:0038096;GO:0045944;GO:0045669;GO:0043524;GO:0000165;GO:0051145;GO:0030889;GO:0071277;GO:0048147;GO:0019221;GO:0060828;GO:0001649;GO:2000774;GO:0001805;GO:0050852;GO:0050853;GO:0043537;GO:0046928;GO:0034166;GO:0060536;GO:0038083;GO:0048667;GO:0048666;GO:0007249;GO:0001782;GO:0007517;GO:0002224;GO:0002587;GO:0002467;GO:0050860;GO:0001812;GO:0002902;GO:0019731;GO:0050900;GO:0001818;GO:0060045;GO:0055012;GO:0006366;GO:1901300;GO:0090251;GO:0002322;GO:0050871;GO:0035914;GO:0048167;GO:0030220;GO:2000311;GO:2000310;GO:0016055;GO:0030224;GO:0019722;GO:0010694;GO:0014898;GO:0051966;GO:0030501;GO:0051963;GO:0030183;GO:0014033;GO:0007186;GO:0030182;GO:0042100;GO:1904706;GO:0042742;GO:0006898;GO:0045579;GO:0042986;GO:2000727;GO:0045580;GO:0071560;GO:0002721;GO:0010628;GO:2001016;GO:0031666;GO:0035984;GO:1903861;GO:0045345;GO:0006468;GO:0090073;GO:0045348;GO:0000122;GO:0030449;GO:0000086;GO:0018298;GO:0016310;GO:0060297;GO:0060333;GO:0006351;GO:0035690;GO:0050707;GO:0007169;GO:0048469;GO:0072160;GO:0002553;GO:0030318;GO:0042094;GO:0098761;GO:0071222;GO:2000987;GO:0045087;GO:0042130;GO:0043065;GO:0006508;GO:0071864;GO:0071226;GO:0030279
GO:0090073;0.0;0.0;0.375;0.09090909090909091;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.0;0.09090909090909091;0.0;0.09090909090909091;0.0;0.1;0.0;0.07692307692307693;0.0;0.0;0.07692307692307693;0.14285714285714285;0.1;0.07692307692307693;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.07692307692307693;0.09090909090909091;0.08333333333333333;0.0;0.0;0.07692307692307693;0.0;0.09090909090909091;0.0;0.09090909090909091;0.0;0.1;0.07692307692307693;0.0;0.0;0.08333333333333333;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.09090909090909091;0.06666666666666667;0.07142857142857142;0.0;0.0;0.1;0.09090909090909091;0.0;0.0;0.08333333333333333;0.0;0.0;0.08333333333333333;0.0;0.125;0.0;0.2222222222222222;0.2222222222222222;0.0;0.0;0.0;0.3;0.0;0.09090909090909091;0.09090909090909091;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.07692307692307693;0.07692307692307693;0.09090909090909091;0.08333333333333333;0.0;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.1;0.0;0.0;0.08333333333333333;0.0;1.0;0.08333333333333333;0.07692307692307693;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.07692307692307693;0.08333333333333333;0.0;0.09090909090909091;0.0;0.1
GO:0045348;0.0;0.0;0.3333333333333333;0.4444444444444444;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.3;0.0;0.18181818181818182;0.0;0.2;0.0;0.25;0.0;0.0;0.15384615384615385;0.125;0.5;0.15384615384615385;0.0;0.0;0.0;0.0;0.3;0.0;0.5454545454545454;0.3;0.16666666666666666;0.0;0.0;0.15384615384615385;0.0;0.18181818181818182;0.0;0.18181818181818182;0.0;0.3333333333333333;0.25;0.0;0.0;0.16666666666666666;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.18181818181818182;0.21428571428571427;0.14285714285714285;0.0;0.0;0.2;0.3;0.0;0.0;0.2727272727272727;0.0;0.0;0.2727272727272727;0.0;0.1111111111111111;0.0;0.18181818181818182;0.18181818181818182;0.0;0.0;0.0;0.3076923076923077;0.0;0.18181818181818182;0.3;0.125;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.25;0.6666666666666666;0.3;0.16666666666666666;0.0;0.18181818181818182;0.625;0.3;0.3333333333333333;0.0;0.3;0.75;0.0;0.08333333333333333;1.0;0.45454545454545453;0.4;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.15384615384615385;0.2727272727272727;0.0;0.3;0.0;0.2
GO:0000122;0.0;0.0;0.5454545454545454;0.5;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.0;0.25;0.0;0.2727272727272727;0.0;0.2;0.0;0.0;0.3076923076923077;0.1111111111111111;0.3;0.2857142857142857;0.0;0.0;0.0;0.2727272727272727;0.25;0.0;0.7777777777777778;0.25;0.3333333333333333;0.25;0.0;0.23076923076923078;0.0;0.36363636363636365;0.0;0.23076923076923078;0.0;0.25;0.14285714285714285;0.0;0.0;0.25;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.2727272727272727;0.125;0.2;0.0;0.0;0.3;0.25;0.0;0.0;0.23076923076923078;0.0;0.0;0.21428571428571427;0.0;0.1;0.0;0.23076923076923078;0.23076923076923078;0.0;0.0;0.0;0.26666666666666666;0.0;0.23076923076923078;0.16666666666666666;0.1111111111111111;0.0;0.0;0.2727272727272727;0.0;0.0;0.3333333333333333;0.0;0.0;0.21428571428571427;0.5;0.23076923076923078;0.23076923076923078;0.0;0.16666666666666666;0.5555555555555556;0.25;0.18181818181818182;0.0;0.25;0.45454545454545453;0.0;0.07692307692307693;0.45454545454545453;1.0;0.45454545454545453;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.23076923076923078;0.23076923076923078;0.0;0.25;0.0;0.3
GO:0030449;0.0;0.0;0.25;0.3;0.4444444444444444;0.0;0.0;0.0;0.0;0.4;0.0;0.16666666666666666;0.0;0.625;0.0;0.375;0.0;0.25;0.0;0.3;0.0;0.0;0.18181818181818182;0.16666666666666666;0.3333333333333333;0.18181818181818182;0.0;0.0;0.0;0.0;0.2222222222222222;0.4;0.45454545454545453;0.2222222222222222;0.2;0.0;0.0;0.3;0.0;0.2222222222222222;0.0;0.3333333333333333;0.0;0.375;0.4444444444444444;0.0;0.0;0.2;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.375;0.5454545454545454;0.16666666666666666;0.0;0.0;0.25;0.2222222222222222;0.0;0.0;0.2727272727272727;0.0;0.0;0.3333333333333333;0.0;0.14285714285714285;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.09090909090909091;0.0;0.2222222222222222;0.2222222222222222;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.3;0.45454545454545453;0.2222222222222222;0.3333333333333333;0.0;0.5;0.5555555555555556;0.2222222222222222;0.4444444444444444;0.0;0.0;0.4;0.0;0.1;0.4;0.45454545454545453;1.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.3;0.2;0.0;0.2222222222222222;0.0;0.25
GO:0000086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;1.0;0.14285714285714285;0.16666666666666666;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0018298;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.1111111111111111;0.09090909090909091;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.1;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.09090909090909091;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.5555555555555556;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.2222222222222222;0.0;0.14285714285714285;0.375;0.1111111111111111;0.0;0.14285714285714285;0.14285714285714285;0.0;0.14285714285714285;0.0;0.3333333333333333;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0
GO:0016310;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.125;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.1111111111111111;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.625;0.0;0.0;0.1;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.625;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.8333333333333334;0.0;0.0;0.0;0.0;0.16666666666666666;0.2222222222222222;1.0;0.0;0.16666666666666666;0.16666666666666666;0.125;0.0;0.16666666666666666;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0
GO:0060297;0.0;0.4444444444444444;0.25;0.2222222222222222;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.2222222222222222;0.0;0.5;0.0;0.7142857142857143;0.0;0.25;0.0;0.0;0.2727272727272727;0.16666666666666666;0.25;0.25;0.0;0.0;0.5555555555555556;0.375;0.5;0.0;0.25;0.5;0.3;0.3333333333333333;0.0;0.25;0.0;0.3333333333333333;0.0;0.3;0.0;0.375;0.18181818181818182;0.0;0.0;0.2;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2222222222222222;0.15384615384615385;0.25;0.0;0.0;0.25;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.14285714285714285;0.0;0.3;0.3;0.0;0.0;0.0;0.23076923076923078;0.0;0.3;0.375;0.5;0.0;0.0;0.375;0.0;0.0;0.3;0.0;0.0;0.4;0.2727272727272727;0.6666666666666666;0.4444444444444444;0.0;0.2222222222222222;0.2222222222222222;0.5;0.25;0.0;0.5;0.2;0.0;0.1;0.2;0.25;0.25;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.3;0.0;0.3333333333333333;0.0;0.25
GO:0060333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;1.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.375;0.16666666666666666;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
GO:0035690;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.3333333333333333;0.42857142857142855;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.5;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.42857142857142855;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.2;0.0;0.09090909090909091;0.2;0.2;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.1111111111111111;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.2;0.1111111111111111;0.125;0.0;0.2;0.0;1.0;0.0;0.2;0.2;0.0;0.2;0.0;0.0;0.42857142857142855;0.5;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.3333333333333333;0.0
GO:0050707;0.0;0.0;0.25;0.2222222222222222;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.2222222222222222;0.0;0.3333333333333333;0.0;0.375;0.0;0.25;0.0;0.0;0.2727272727272727;0.16666666666666666;0.25;0.25;0.0;0.0;0.0;0.375;0.3333333333333333;0.0;0.25;0.375;0.3;0.3333333333333333;0.0;0.25;0.0;0.3333333333333333;0.0;0.3;0.0;0.3333333333333333;0.18181818181818182;0.0;0.0;0.3333333333333333;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2222222222222222;0.15384615384615385;0.25;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.14285714285714285;0.0;0.3;0.3;0.0;0.0;0.0;0.23076923076923078;0.0;0.3;0.375;0.16666666666666666;0.0;0.0;0.375;0.0;0.0;0.3;0.0;0.0;0.3;0.2727272727272727;0.375;0.3;0.0;0.5714285714285714;0.2222222222222222;0.3333333333333333;0.25;0.0;0.3333333333333333;0.2;0.0;0.1;0.2;0.25;0.25;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.25;0.3;0.0;0.3333333333333333;0.0;0.42857142857142855
GO:0007169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;0.0;0.0;0.2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;0.0;0.0;0.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0072160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0
GO:0098761;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.25;0.5;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.375;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.3333333333333333;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.07692307692307693;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.09090909090909091;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.14285714285714285;0.09090909090909091;0.1;0.0;0.14285714285714285;0.0;0.42857142857142855;0.0;0.14285714285714285;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;1.0;0.5;0.0;0.125;0.0;0.0;0.0;0.0;0.375;0.0
GO:0071222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.25;0.0;0.0;0.0;0.0;0.6;0.0
