;GO:0014068;GO:2000483;GO:0007253;GO:2001171;GO:1901223;GO:0002244;GO:0050796;GO:0045892;GO:0001701;GO:0035556;GO:0035278;GO:0007268;GO:0045652;GO:0042267;GO:0009966;GO:0006612;GO:0048011;GO:0007416;GO:0006449;GO:2000008;GO:0071880;GO:0002924;GO:0016241;GO:0050727;GO:0010700;GO:1905273;GO:0070317;GO:0035264;GO:0035023;GO:0043408;GO:0070507;GO:0045947;GO:0043407;GO:1903026;GO:0008284;GO:0006024;GO:0048812;GO:0045666;GO:0038096;GO:0045944;GO:0006027;GO:0043524;GO:0002576;GO:0001523;GO:0019221;GO:0050859;GO:0033630;GO:0032148;GO:0050732;GO:0050853;GO:0045717;GO:0055082;GO:0031295;GO:0048668;GO:0035094;GO:0043410;GO:0021520;GO:0043536;GO:0048672;GO:0051279;GO:0050860;GO:0050900;GO:0032811;GO:0018108;GO:0006366;GO:0006006;GO:0006887;GO:0043547;GO:0030509;GO:0098655;GO:0070126;GO:0030220;GO:0031550;GO:0051965;GO:0010470;GO:0042989;GO:0007186;GO:0035194;GO:0060395;GO:0006893;GO:0045577;GO:0007223;GO:0043312;GO:0038180;GO:0033209;GO:0031547;GO:0070473;GO:0050804;GO:0035625;GO:2000045;GO:0010469;GO:1904261;GO:0072659;GO:0010862;GO:0016567;GO:0007271;GO:0007274;GO:0008361;GO:0045907;GO:0043687;GO:0000122;GO:0032869;GO:0010717;GO:0030326;GO:0035855;GO:2001028;GO:0060071;GO:0010832;GO:0035335;GO:0006351;GO:1900122;GO:1903997;GO:0060338;GO:0051480;GO:0007202;GO:0007565;GO:0048468;GO:0060213;GO:0070372;GO:0042130;GO:0043065;GO:0006508;GO:0006904;GO:0071345
GO:1903997;0.25;0.1875;0.0;0.4375;0.1875;0.0;0.21428571428571427;0.26666666666666666;0.0;0.0;0.25;0.0;0.21428571428571427;0.0;0.23076923076923078;0.0;0.0;0.0;0.38461538461538464;0.07142857142857142;0.0;0.06666666666666667;0.2857142857142857;0.07692307692307693;0.2;0.3333333333333333;0.2;0.0;0.17647058823529413;0.5833333333333334;0.23076923076923078;0.35714285714285715;0.5;0.14285714285714285;0.3076923076923077;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.2;0.0;0.0;0.0;0.07142857142857142;0.21428571428571427;0.6363636363636364;0.6666666666666666;0.0;0.2857142857142857;0.07692307692307693;0.0;0.0;0.0;0.6666666666666666;0.0;0.1875;0.1;0.23076923076923078;0.07142857142857142;0.0;0.2;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.26666666666666666;0.1;0.07692307692307693;0.0;0.0;0.25;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.06666666666666667;0.21428571428571427;0.7272727272727273;0.2;0.2;0.21428571428571427;0.0;0.6666666666666666;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.25;0.0;0.23076923076923078;0.0;0.0;0.2;0.0;0.1875;0.0;0.0;0.25;1.0;0.2;0.05555555555555555;0.2857142857142857;0.0;0.0;0.3125;0.5384615384615384;0.17647058823529413;0.26666666666666666;0.0;0.0;0.0
GO:0060338;0.4444444444444444;0.25;0.0;0.23076923076923078;0.4444444444444444;0.0;0.3333333333333333;0.25;0.0;0.3333333333333333;0.2857142857142857;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.0;0.3;0.2;0.0;0.4444444444444444;0.2727272727272727;0.625;0.2727272727272727;0.18181818181818182;0.2727272727272727;0.0;0.4;0.5;0.3333333333333333;0.25;0.4;0.08333333333333333;0.3333333333333333;0.0;0.0;0.0;0.4;0.23076923076923078;0.0;0.2727272727272727;0.0;0.0;0.0;0.4444444444444444;0.2222222222222222;0.1875;0.23076923076923078;0.0;0.2727272727272727;0.1;0.2727272727272727;0.0;0.0;0.4444444444444444;0.0;0.18181818181818182;0.14285714285714285;0.3333333333333333;0.4444444444444444;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.5;0.14285714285714285;0.2222222222222222;0.0;0.3333333333333333;0.16666666666666666;0.375;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.375;0.4;0.2727272727272727;0.5714285714285714;0.2222222222222222;0.0;0.4444444444444444;0.0;0.0;0.0;0.1;0.0;0.0;0.23076923076923078;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.25;0.0;0.0;0.09090909090909091;0.2;1.0;0.06666666666666667;0.07142857142857142;0.0;0.0;0.23076923076923078;0.4444444444444444;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0
GO:0051480;0.0625;0.0625;0.0;0.05555555555555555;0.0625;0.0;0.14285714285714285;0.0625;0.0;0.1111111111111111;0.0;0.07142857142857142;0.06666666666666667;0.0;0.07692307692307693;0.0;0.1111111111111111;0.0;0.06666666666666667;0.06666666666666667;0.1111111111111111;0.0625;0.0625;0.07142857142857142;0.0625;0.0625;0.0625;0.0;0.058823529411764705;0.06666666666666667;0.07142857142857142;0.058823529411764705;0.058823529411764705;0.0625;0.07142857142857142;0.0;0.1111111111111111;0.0;0.1111111111111111;0.058823529411764705;0.0;0.0625;0.08333333333333333;0.07142857142857142;0.1111111111111111;0.06666666666666667;0.07142857142857142;0.05555555555555555;0.05555555555555555;0.1111111111111111;0.0625;0.375;0.0;0.1111111111111111;0.0;0.0625;0.1111111111111111;0.0625;0.0;0.16666666666666666;0.06666666666666667;0.0;0.14285714285714285;0.07142857142857142;0.0;0.0;0.1;0.06666666666666667;0.1111111111111111;0.0;0.1111111111111111;0.1111111111111111;0.06666666666666667;0.0;0.07142857142857142;0.0;0.1111111111111111;0.09090909090909091;0.1111111111111111;0.0;0.0625;0.1111111111111111;0.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.0625;0.07142857142857142;0.1111111111111111;0.0625;0.08333333333333333;0.07142857142857142;0.0;0.0625;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.09090909090909091;0.0;0.07692307692307693;0.058823529411764705;0.07142857142857142;0.07142857142857142;0.0;0.1111111111111111;0.06666666666666667;0.1111111111111111;0.058823529411764705;0.07142857142857142;0.0;0.06666666666666667;0.05555555555555555;0.06666666666666667;1.0;0.05555555555555555;0.0;0.1111111111111111;0.05555555555555555;0.0625;0.058823529411764705;0.0625;0.0;0.1111111111111111;0.08333333333333333
GO:0007202;0.06666666666666667;0.06666666666666667;0.0;0.058823529411764705;0.06666666666666667;0.0;0.07142857142857142;0.06666666666666667;0.0;0.0;0.1;0.0;0.07142857142857142;0.0;0.08333333333333333;0.0;0.0;0.0;0.07142857142857142;0.07142857142857142;0.0;0.06666666666666667;0.06666666666666667;0.07692307692307693;0.06666666666666667;0.45454545454545453;0.06666666666666667;0.0;0.0625;0.07142857142857142;0.07692307692307693;0.0625;0.2;0.14285714285714285;0.07692307692307693;0.0;0.0;0.0;0.0;0.0625;0.0;0.06666666666666667;0.0;0.0;0.0;0.07142857142857142;0.07692307692307693;0.2857142857142857;0.058823529411764705;0.0;0.06666666666666667;0.07692307692307693;0.0;0.0;0.0;0.06666666666666667;0.0;0.06666666666666667;0.1;0.08333333333333333;0.07142857142857142;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.07142857142857142;0.1;0.07692307692307693;0.0;0.0;0.0625;0.1;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;0.0;0.06666666666666667;0.07692307692307693;0.25;0.06666666666666667;0.2;0.07692307692307693;0.0;0.06666666666666667;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0625;0.0;0.07692307692307693;0.0;0.0;0.07142857142857142;0.0;0.0625;0.0;0.0;0.25;0.2857142857142857;0.07142857142857142;0.05555555555555555;1.0;0.0;0.0;0.058823529411764705;0.06666666666666667;0.0625;0.06666666666666667;0.0;0.0;0.0
GO:0007565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666
GO:0060213;0.3076923076923077;0.21428571428571427;0.35714285714285715;0.38461538461538464;0.21428571428571427;0.0;0.25;0.45454545454545453;0.0;0.2727272727272727;0.5;0.0;0.25;0.0;0.2727272727272727;0.0;0.0;0.0;0.4166666666666667;0.15384615384615385;0.0;0.14285714285714285;0.45454545454545453;0.16666666666666666;0.23076923076923078;0.23076923076923078;0.23076923076923078;0.0;0.2;0.3076923076923077;0.2727272727272727;0.4166666666666667;0.26666666666666666;0.06666666666666667;0.4;0.0;0.0;0.3076923076923077;0.0;0.4166666666666667;0.0;0.23076923076923078;0.0;0.0;0.25;0.21428571428571427;0.2727272727272727;0.3125;0.2857142857142857;0.0;0.3333333333333333;0.07692307692307693;0.2857142857142857;0.0;0.0;0.3076923076923077;0.0;0.23076923076923078;0.36363636363636365;0.2727272727272727;0.21428571428571427;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.07142857142857142;0.4166666666666667;0.0;0.0;0.0;0.3333333333333333;0.36363636363636365;0.16666666666666666;0.0;0.2727272727272727;0.4166666666666667;0.3;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.25;0.25;0.23076923076923078;0.25;0.2727272727272727;0.0;0.38461538461538464;0.0;0.0;0.0;0.07692307692307693;0.25;0.0;0.4166666666666667;0.0;0.2727272727272727;0.0;0.0;0.25;0.0;0.21428571428571427;0.0;0.0;0.07142857142857142;0.3125;0.23076923076923078;0.05555555555555555;0.058823529411764705;0.0;0.0;1.0;0.2857142857142857;0.2;0.3333333333333333;0.0;0.0;0.0
GO:0070372;0.5555555555555556;0.23076923076923078;0.0;0.4;0.5555555555555556;0.0;0.3;0.3076923076923077;0.0;0.3;0.25;0.0;0.2727272727272727;0.0;0.5714285714285714;0.0;0.0;0.0;0.45454545454545453;0.18181818181818182;0.0;0.2727272727272727;0.3333333333333333;0.3333333333333333;0.25;0.16666666666666666;0.25;0.0;0.5;0.8571428571428571;0.3;0.4166666666666667;0.6666666666666666;0.07692307692307693;0.3;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.25;0.0;0.0;0.0;0.4;0.2;0.5384615384615384;0.6363636363636364;0.0;0.3333333333333333;0.09090909090909091;0.0;0.0;0.0;0.75;0.0;0.16666666666666666;0.125;0.3;0.4;0.0;0.3;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.4444444444444444;0.125;0.2;0.0;0.3;0.2857142857142857;0.3333333333333333;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.36363636363636365;0.25;0.5;0.2;0.0;0.6363636363636364;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.2857142857142857;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.23076923076923078;0.0;0.0;0.08333333333333333;0.5384615384615384;0.4444444444444444;0.0625;0.06666666666666667;0.0;0.0;0.2857142857142857;1.0;0.21428571428571427;0.25;0.0;0.0;0.0
GO:0042130;0.21428571428571427;0.25;0.2727272727272727;0.2;0.3076923076923077;0.0;0.25;0.25;0.0;0.2727272727272727;0.3333333333333333;0.0;0.2727272727272727;0.0;0.2727272727272727;0.0;0.0;0.0;0.25;0.16666666666666666;0.0;0.36363636363636365;0.23076923076923078;0.18181818181818182;0.3333333333333333;0.15384615384615385;0.3333333333333333;0.0;0.2;0.23076923076923078;0.2727272727272727;0.3076923076923077;0.23076923076923078;0.07142857142857142;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.3333333333333333;0.0;0.0;0.0;0.4;0.3;0.16666666666666666;0.2857142857142857;0.0;0.3333333333333333;0.08333333333333333;0.6;0.0;0.0;0.21428571428571427;0.0;0.15384615384615385;0.1111111111111111;0.2727272727272727;0.4;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.23076923076923078;0.1111111111111111;0.18181818181818182;0.0;0.2727272727272727;0.21428571428571427;0.3;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.25;0.23076923076923078;0.1;0.18181818181818182;0.0;0.21428571428571427;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.23076923076923078;0.0;0.2727272727272727;0.0;0.0;0.16666666666666666;0.0;0.3076923076923077;0.0;0.0;0.07692307692307693;0.17647058823529413;0.2727272727272727;0.058823529411764705;0.0625;0.0;0.0;0.2;0.21428571428571427;1.0;0.23076923076923078;0.0;0.0;0.0
GO:0043065;0.36363636363636365;0.25;0.0;0.3333333333333333;0.25;0.0;0.3;0.25;0.0;0.3333333333333333;0.25;0.0;0.3;0.0;0.3333333333333333;0.0;0.0;0.0;0.3;0.18181818181818182;0.0;0.16666666666666666;0.2727272727272727;0.2;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.0;0.23076923076923078;0.2727272727272727;0.3333333333333333;0.25;0.23076923076923078;0.07692307692307693;0.5;0.0;0.0;0.36363636363636365;0.0;0.25;0.0;0.6666666666666666;0.0;0.0;0.3;0.25;0.3333333333333333;0.26666666666666666;0.23076923076923078;0.0;0.2727272727272727;0.09090909090909091;0.3333333333333333;0.0;0.0;0.36363636363636365;0.0;0.2727272727272727;0.4444444444444444;0.3333333333333333;0.25;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.4;0.4444444444444444;0.2;0.0;0.3333333333333333;0.15384615384615385;0.375;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.3;0.3;0.2727272727272727;0.3;0.3333333333333333;0.0;0.36363636363636365;0.0;0.0;0.0;0.09090909090909091;0.3;0.0;0.23076923076923078;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.25;0.0;0.0;0.08333333333333333;0.26666666666666666;0.2727272727272727;0.0625;0.06666666666666667;0.0;0.0;0.3333333333333333;0.25;0.23076923076923078;1.0;0.0;0.0;0.0
GO:0006508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.5;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0006904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.25;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.1111111111111111;0.0;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16666666666666666
GO:0071345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.1111111111111111;0.09090909090909091;0.16666666666666666;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.14285714285714285;0.0;0.16666666666666666;0.2857142857142857;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.125;0.0;0.1;0.0;0.5;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;1.0
